bartime,atr,signal
2026-03-05 14:00:00,1037.2571588190344,-1
2026-03-06 02:00:00,912.0884653153445,1
2026-03-06 10:00:00,984.84861780182,-1
2026-03-09 18:00:00,1192.5352727456266,1
2026-03-12 01:00:00,855.3126764415977,-1
2026-03-16 10:00:00,801.492439026086,1
2026-03-17 05:00:00,567.3486904200669,-1
2026-03-17 09:00:00,565.9189523360544,1
2026-03-18 17:00:00,620.8036187143574,-1
2026-03-23 10:00:00,1306.74718232758,1
2026-03-24 01:00:00,1026.7665258813765,-1
2026-03-24 05:00:00,1099.853220705102,1
2026-03-26 09:00:00,627.3738298573287,-1
2026-03-31 13:00:00,860.5291401369283,1
2026-04-02 09:00:00,781.7961454160467,-1
2026-04-05 22:00:00,551.1779917024992,1
2026-04-07 13:00:00,620.4646951656891,-1
2026-04-07 21:00:00,1033.8974049060398,1
2026-04-20 02:00:00,561.2447480781101,-1
2026-04-22 05:00:00,528.3303642881953,1
2026-04-23 01:00:00,718.2605417699564,-1
2026-04-24 01:00:00,631.3697714617434,1
2026-04-28 09:00:00,558.7839684521582,-1
2026-04-30 17:00:00,521.4644092876466,1
2026-05-01 09:00:00,447.15070204422,-1
2026-05-03 22:00:00,473.37235944663973,1
2026-05-04 21:00:00,431.5680373947805,-1
2026-05-05 05:00:00,401.51554393266116,1
2026-05-12 01:00:00,576.9539335227314,-1
2026-05-13 01:00:00,646.7739015493822,1
2026-05-14 05:00:00,541.6649702782083,-1
2026-05-20 13:00:00,808.0260615982493,1
2026-05-27 21:00:00,600.5504054847025,-1
2026-05-28 13:00:00,788.4785660865349,1
2026-06-03 21:00:00,647.5312337842724,-1
2026-06-09 09:00:00,897.0332863029829,1
2026-06-09 13:00:00,1318.386629042387,-1
2026-06-11 05:00:00,1140.6757255817981,1
2026-06-23 01:00:00,910.9568290323671,-1
2026-06-24 17:00:00,1157.1160361225675,1
2026-06-26 01:00:00,1248.7283283958,-1
