bartime,atr,signal
2026-05-18 09:00:00,96.65099477994401,1
2026-05-19 04:00:00,80.06766751208082,-1
2026-05-19 07:00:00,135.5122457661846,1
2026-05-19 15:00:00,134.81413539464356,-1
2026-05-20 06:00:00,82.67093290906885,1
2026-05-21 05:00:00,79.75969439855183,-1
2026-05-21 09:00:00,103.90557082564644,1
2026-05-21 10:00:00,153.26445666051657,-1
2026-05-21 17:00:00,145.65019210145135,1
2026-05-22 07:00:00,84.44076969307963,-1
2026-05-22 12:00:00,98.71287941302808,1
2026-05-22 18:00:00,80.45453786084809,-1
2026-05-24 22:00:00,103.24472338475462,1
2026-05-26 05:00:00,48.07837617817033,-1
2026-05-26 23:00:00,45.25484642402761,1
2026-05-27 03:00:00,40.24518509528163,-1
2026-05-27 04:00:00,40.89614807622531,1
2026-05-27 12:00:00,80.866499994428,-1
2026-05-28 08:00:00,79.40785449637691,1
2026-05-28 11:00:00,80.01762150214483,-1
2026-05-28 16:00:00,104.31323021382252,1
2026-05-29 00:00:00,48.69764186955056,-1
2026-05-29 01:00:00,49.09811349564059,1
2026-05-29 11:00:00,75.2831356883768,-1
2026-06-01 00:00:00,53.514481857745906,1
2026-06-01 13:00:00,135.5521046821457,-1
2026-06-01 17:00:00,140.5546220778067,1
2026-06-01 22:00:00,79.19037856245596,-1
2026-06-02 03:00:00,62.94798324734566,1
2026-06-02 13:00:00,76.76210170691286,-1
2026-06-04 06:00:00,53.49856324330519,1
2026-06-04 22:00:00,46.51720048721131,-1
2026-06-05 07:00:00,71.47532687591405,1
2026-06-05 13:00:00,99.27126648855963,-1
2026-06-08 09:00:00,122.678383475086,1
2026-06-08 20:00:00,67.84338379208893,-1
2026-06-09 04:00:00,65.45417164850801,1
2026-06-09 14:00:00,108.64280143774846,-1
2026-06-11 04:00:00,90.11869286513017,1
2026-06-12 11:00:00,107.8737553967446,-1
2026-06-12 17:00:00,106.0882433347249,1
2026-06-15 15:00:00,67.38654036529792,-1
